session_date,symbol,trades,gross_pnl_dollars,gross_points,avg_trade_dollars,win_rate_pct,exit_month_et,cumulative_pnl_dollars
2026-03-25,NQ,4,5565.0,556.5,1391.25,75.0,2026-03,54672.02678571426
2026-03-26,MES,4,4084.062499999982,163.36249999999927,1021.0156249999955,100.0,2026-03,23585.71428571422
2026-03-26,MGC,2,425.0,8.5,212.5,50.0,2026-03,90290.92857142852
2026-03-26,MYM,3,2320.625,928.25,773.5416666666666,100.0,2026-03,11837.874999999967
2026-03-26,NQ,4,5440.0,544.0,1360.0,75.0,2026-03,60112.02678571426
2026-03-29,MCL,1,-331.2142857142888,-0.6624285714285776,-331.2142857142888,0.0,2026-03,-4349.250000000026
2026-03-29,MES,2,275.0,11.0,137.5,50.0,2026-03,23860.71428571422
2026-03-29,MYM,1,-186.4464285714348,-74.57857142857392,-186.4464285714348,0.0,2026-03,11651.428571428532
2026-03-29,NQ,3,1910.0,191.0,636.6666666666666,66.66666666666666,2026-03,62022.02678571426
2026-03-30,MCL,1,-463.4107142857147,-0.9268214285714294,-463.4107142857147,0.0,2026-03,-4812.660714285741
2026-03-31,MGC,1,-527.4107142857247,-10.548214285714494,-527.4107142857247,0.0,2026-03,89763.5178571428
2026-04-01,MCL,1,-358.98214285715113,-0.7179642857143023,-358.98214285715113,0.0,2026-04,-5171.642857142892
2026-04-01,MES,2,300.0,12.0,150.0,50.0,2026-04,24160.71428571422
2026-04-01,NQ,2,785.0,78.5,392.5,50.0,2026-04,62807.02678571426
2026-04-05,MES,2,262.5,10.5,131.25,50.0,2026-04,24423.21428571422
2026-04-05,MGC,2,965.0000000000092,19.300000000000185,482.5000000000046,50.0,2026-04,90728.51785714281
2026-04-05,MYM,1,-259.375,-103.75,-259.375,0.0,2026-04,11392.053571428532
2026-04-05,NQ,1,-427.7946428571522,-42.77946428571522,-427.7946428571522,0.0,2026-04,62379.23214285711
2026-04-07,NQ,2,2312.7321428571304,231.27321428571304,1156.3660714285652,100.0,2026-04,64691.96428571424
